"exp_index","subject","trial","condition","scenario","box_weight","s1","s2","e1","e2","b1","b2","contestant","strength","effort","bonus"
"1a",7,25,"fail",14,9,5,8,80,50,5,5,2,8,50,5
"1a",7,7,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",7,7,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",7,16,"lift",16,4,5,5,20,60,10,10,1,5,20,10
"1a",7,16,"lift",16,4,5,5,20,60,10,10,2,5,60,10
"1a",7,6,"lift",17,5,6,6,30,80,5,8,1,6,30,5
"1a",7,6,"lift",17,5,6,6,30,80,5,8,2,6,80,8
"1a",7,28,"lift",18,3,4,4,30,60,10,10,1,4,30,10
"1a",7,28,"lift",18,3,4,4,30,60,10,10,2,4,60,10
"1a",7,9,"lift",19,4,5,5,20,70,5,10,1,5,20,5
"1a",7,9,"lift",19,4,5,5,20,70,5,10,2,5,70,10
"1a",7,3,"lift",20,4,8,8,20,40,5,10,1,8,20,5
"1a",7,3,"lift",20,4,8,8,20,40,5,10,2,8,40,10
"1a",7,21,"lift",21,4,4,8,40,40,5,10,1,4,40,5
"1a",7,21,"lift",21,4,4,8,40,40,5,10,2,8,40,10
"1a",7,30,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",7,30,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",7,1,"lift",23,5,2,8,50,50,2,8,1,2,50,2
"1a",7,1,"lift",23,5,2,8,50,50,2,8,2,8,50,8
"1a",7,13,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",7,13,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",7,20,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",7,20,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",7,14,"lift",26,2,2,6,60,20,5,10,1,2,60,5
"1a",7,14,"lift",26,2,2,6,60,20,5,10,2,6,20,10
"1a",7,22,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",7,22,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",7,8,"lift",28,2,4,6,30,20,5,8,1,4,30,5
"1a",7,8,"lift",28,2,4,6,30,20,5,8,2,6,20,8
"1a",7,24,"lift",29,6,5,8,80,50,10,10,1,5,80,10
"1a",7,24,"lift",29,6,5,8,80,50,10,10,2,8,50,10
"1a",7,2,"lift",30,4,6,8,40,30,5,6,1,6,40,5
"1a",7,2,"lift",30,4,6,8,40,30,5,6,2,8,30,6
"1a",8,7,"fail",1,5,5,5,20,60,4,6,1,5,20,4
"1a",8,7,"fail",1,5,5,5,20,60,4,6,2,5,60,6
"1a",8,17,"fail",2,7,6,6,30,80,2,8,1,6,30,2
"1a",8,17,"fail",2,7,6,6,30,80,2,8,2,6,80,8
"1a",8,20,"fail",3,5,4,4,30,60,3,7,1,4,30,3
"1a",8,20,"fail",3,5,4,4,30,60,3,7,2,4,60,7
"1a",8,6,"fail",4,6,5,5,20,70,2,8,1,5,20,2
"1a",8,6,"fail",4,6,5,5,20,70,2,8,2,5,70,8
"1a",8,12,"fail",5,8,8,8,20,40,3,7,1,8,20,3
"1a",8,12,"fail",5,8,8,8,20,40,3,7,2,8,40,7
"1a",8,28,"fail",6,6,4,8,40,40,5,5,1,4,40,5
"1a",8,28,"fail",6,6,4,8,40,40,5,5,2,8,40,5
"1a",8,14,"fail",7,7,4,6,60,60,8,2,1,4,60,8
"1a",8,14,"fail",7,7,4,6,60,60,8,2,2,6,60,2
"1a",8,29,"fail",8,6,2,8,50,50,8,2,1,2,50,8
"1a",8,29,"fail",8,6,2,8,50,50,8,2,2,8,50,2
"1a",8,18,"fail",9,9,5,7,70,70,6,4,1,5,70,6
"1a",8,18,"fail",9,9,5,7,70,70,6,4,2,7,70,4
"1a",8,1,"fail",10,8,6,8,30,30,5,5,1,6,30,5
"1a",8,1,"fail",10,8,6,8,30,30,5,5,2,8,30,5
"1a",8,9,"fail",11,3,2,6,60,20,6,4,1,2,60,6
"1a",8,9,"fail",11,3,2,6,60,20,6,4,2,6,20,4
"1a",8,24,"fail",12,5,3,6,80,40,9,1,1,3,80,9
"1a",8,24,"fail",12,5,3,6,80,40,9,1,2,6,40,1
"1a",8,22,"fail",13,5,4,6,30,20,5,5,1,4,30,5
"1a",8,22,"fail",13,5,4,6,30,20,5,5,2,6,20,5
"1a",8,5,"fail",14,9,5,8,80,50,6,4,1,5,80,6
"1a",8,5,"fail",14,9,5,8,80,50,6,4,2,8,50,4
"1a",8,15,"fail",15,8,6,8,40,30,5,5,1,6,40,5
"1a",8,15,"fail",15,8,6,8,40,30,5,5,2,8,30,5
"1a",8,26,"lift",16,4,5,5,20,60,3,7,1,5,20,3
"1a",8,26,"lift",16,4,5,5,20,60,3,7,2,5,60,7
"1a",8,16,"lift",17,5,6,6,30,80,2,8,1,6,30,2
"1a",8,16,"lift",17,5,6,6,30,80,2,8,2,6,80,8
"1a",8,19,"lift",18,3,4,4,30,60,4,6,1,4,30,4
"1a",8,19,"lift",18,3,4,4,30,60,4,6,2,4,60,6
"1a",8,25,"lift",19,4,5,5,20,70,4,6,1,5,20,4
"1a",8,25,"lift",19,4,5,5,20,70,4,6,2,5,70,6
"1a",8,32,"lift",20,4,8,8,20,40,2,8,1,8,20,2
"1a",8,32,"lift",20,4,8,8,20,40,2,8,2,8,40,8
"1a",8,13,"lift",21,4,4,8,40,40,5,5,1,4,40,5
"1a",8,13,"lift",21,4,4,8,40,40,5,5,2,8,40,5
"1a",8,3,"lift",22,5,4,6,60,60,6,4,1,4,60,6
"1a",8,3,"lift",22,5,4,6,60,60,6,4,2,6,60,4
"1a",8,31,"lift",23,5,2,8,50,50,6,4,1,2,50,6
"1a",8,31,"lift",23,5,2,8,50,50,6,4,2,8,50,4
"1a",8,27,"lift",24,6,5,7,70,70,8,2,1,5,70,8
"1a",8,27,"lift",24,6,5,7,70,70,8,2,2,7,70,2
"1a",8,10,"lift",25,3,6,8,30,30,5,5,1,6,30,5
"1a",8,10,"lift",25,3,6,8,30,30,5,5,2,8,30,5
"1a",8,8,"lift",26,2,2,6,60,20,6,4,1,2,60,6
"1a",8,8,"lift",26,2,2,6,60,20,6,4,2,6,20,4
"1a",8,2,"lift",27,3,3,6,80,40,4,6,1,3,80,4
"1a",8,2,"lift",27,3,3,6,80,40,4,6,2,6,40,6
"1a",8,4,"lift",28,2,4,6,30,20,7,3,1,4,30,7
"1a",8,4,"lift",28,2,4,6,30,20,7,3,2,6,20,3
"1a",8,30,"lift",29,6,5,8,80,50,8,2,1,5,80,8
"1a",8,30,"lift",29,6,5,8,80,50,8,2,2,8,50,2
"1a",8,21,"lift",30,4,6,8,40,30,6,4,1,6,40,6
"1a",8,21,"lift",30,4,6,8,40,30,6,4,2,8,30,4
"1a",9,5,"fail",1,5,5,5,20,60,1,5,1,5,20,1
"1a",9,5,"fail",1,5,5,5,20,60,1,5,2,5,60,5
"1a",9,20,"fail",2,7,6,6,30,80,1,5,1,6,30,1
"1a",9,20,"fail",2,7,6,6,30,80,1,5,2,6,80,5
"1a",9,12,"fail",3,5,4,4,30,60,1,3,1,4,30,1
"1a",9,12,"fail",3,5,4,4,30,60,1,3,2,4,60,3
"1a",9,24,"fail",4,6,5,5,20,70,1,5,1,5,20,1
"1a",9,24,"fail",4,6,5,5,20,70,1,5,2,5,70,5
"1a",9,16,"fail",5,8,8,8,20,40,1,1,1,8,20,1
"1a",9,16,"fail",5,8,8,8,20,40,1,1,2,8,40,1
"1a",9,21,"fail",6,6,4,8,40,40,2,5,1,4,40,2
"1a",9,21,"fail",6,6,4,8,40,40,2,5,2,8,40,5
"1a",9,29,"fail",7,7,4,6,60,60,1,3,1,4,60,1
"1a",9,29,"fail",7,7,4,6,60,60,1,3,2,6,60,3
"1a",9,1,"fail",8,6,2,8,50,50,2,5,1,2,50,2
"1a",9,1,"fail",8,6,2,8,50,50,2,5,2,8,50,5
"1a",9,13,"fail",9,9,5,7,70,70,1,3,1,5,70,1
"1a",9,13,"fail",9,9,5,7,70,70,1,3,2,7,70,3
"1a",9,27,"fail",10,8,6,8,30,30,1,1,1,6,30,1
"1a",9,27,"fail",10,8,6,8,30,30,1,1,2,8,30,1
"1a",9,25,"fail",11,3,2,6,60,20,4,2,1,2,60,4
"1a",9,25,"fail",11,3,2,6,60,20,4,2,2,6,20,2
"1a",9,17,"fail",12,5,3,6,80,40,4,2,1,3,80,4
"1a",9,17,"fail",12,5,3,6,80,40,4,2,2,6,40,2
"1a",9,4,"fail",13,5,4,6,30,20,1,1,1,4,30,1
"1a",9,4,"fail",13,5,4,6,30,20,1,1,2,6,20,1
"1a",9,31,"fail",14,9,5,8,80,50,2,1,1,5,80,2
"1a",9,31,"fail",14,9,5,8,80,50,2,1,2,8,50,1
"1a",9,2,"fail",15,8,6,8,40,30,4,2,1,6,40,4
"1a",9,2,"fail",15,8,6,8,40,30,4,2,2,8,30,2
"1a",9,30,"lift",16,4,5,5,20,60,8,10,1,5,20,8
"1a",9,30,"lift",16,4,5,5,20,60,8,10,2,5,60,10
"1a",9,26,"lift",17,5,6,6,30,80,5,10,1,6,30,5
"1a",9,26,"lift",17,5,6,6,30,80,5,10,2,6,80,10
"1a",9,9,"lift",18,3,4,4,30,60,7,10,1,4,30,7
"1a",9,9,"lift",18,3,4,4,30,60,7,10,2,4,60,10
"1a",9,22,"lift",19,4,5,5,20,70,9,10,1,5,20,9
"1a",9,22,"lift",19,4,5,5,20,70,9,10,2,5,70,10
"1a",9,3,"lift",20,4,8,8,20,40,8,10,1,8,20,8
"1a",9,3,"lift",20,4,8,8,20,40,8,10,2,8,40,10
"1a",9,6,"lift",21,4,4,8,40,40,3,8,1,4,40,3
"1a",9,6,"lift",21,4,4,8,40,40,3,8,2,8,40,8
"1a",9,32,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",9,32,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",9,15,"lift",23,5,2,8,50,50,5,10,1,2,50,5
"1a",9,15,"lift",23,5,2,8,50,50,5,10,2,8,50,10
"1a",9,10,"lift",24,6,5,7,70,70,9,10,1,5,70,9
"1a",9,10,"lift",24,6,5,7,70,70,9,10,2,7,70,10
"1a",9,28,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",9,28,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",9,19,"lift",26,2,2,6,60,20,10,10,1,2,60,10
"1a",9,19,"lift",26,2,2,6,60,20,10,10,2,6,20,10
"1a",9,8,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",9,8,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",9,18,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",9,18,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",9,14,"lift",29,6,5,8,80,50,10,9,1,5,80,10
"1a",9,14,"lift",29,6,5,8,80,50,10,9,2,8,50,9
"1a",9,7,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",9,7,"lift",30,4,6,8,40,30,10,10,2,8,30,10
"1a",10,30,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",10,30,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",10,5,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",10,5,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",10,7,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",10,7,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",10,16,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",10,16,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",10,25,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",10,25,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",10,20,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",10,20,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",10,6,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",10,6,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",10,13,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",10,13,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",10,3,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",10,3,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",10,32,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",10,32,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",10,21,"fail",11,3,2,6,60,20,0,0,1,2,60,0
"1a",10,21,"fail",11,3,2,6,60,20,0,0,2,6,20,0
"1a",10,22,"fail",12,5,3,6,80,40,0,0,1,3,80,0
"1a",10,22,"fail",12,5,3,6,80,40,0,0,2,6,40,0
"1a",10,19,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",10,19,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",10,26,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",10,26,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",10,10,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",10,10,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",10,4,"lift",16,4,5,5,20,60,10,10,1,5,20,10
"1a",10,4,"lift",16,4,5,5,20,60,10,10,2,5,60,10
"1a",10,14,"lift",17,5,6,6,30,80,10,10,1,6,30,10
"1a",10,14,"lift",17,5,6,6,30,80,10,10,2,6,80,10
"1a",10,15,"lift",18,3,4,4,30,60,10,10,1,4,30,10
"1a",10,15,"lift",18,3,4,4,30,60,10,10,2,4,60,10
"1a",10,29,"lift",19,4,5,5,20,70,10,10,1,5,20,10
"1a",10,29,"lift",19,4,5,5,20,70,10,10,2,5,70,10
"1a",10,24,"lift",20,4,8,8,20,40,10,10,1,8,20,10
"1a",10,24,"lift",20,4,8,8,20,40,10,10,2,8,40,10
"1a",10,9,"lift",21,4,4,8,40,40,10,10,1,4,40,10
"1a",10,9,"lift",21,4,4,8,40,40,10,10,2,8,40,10
"1a",10,1,"lift",22,5,4,6,60,60,10,10,1,4,60,10
"1a",10,1,"lift",22,5,4,6,60,60,10,10,2,6,60,10
"1a",10,17,"lift",23,5,2,8,50,50,10,10,1,2,50,10
"1a",10,17,"lift",23,5,2,8,50,50,10,10,2,8,50,10
"1a",10,18,"lift",24,6,5,7,70,70,10,10,1,5,70,10
"1a",10,18,"lift",24,6,5,7,70,70,10,10,2,7,70,10
"1a",10,28,"lift",25,3,6,8,30,30,10,10,1,6,30,10
"1a",10,28,"lift",25,3,6,8,30,30,10,10,2,8,30,10
"1a",10,31,"lift",26,2,2,6,60,20,10,10,1,2,60,10
"1a",10,31,"lift",26,2,2,6,60,20,10,10,2,6,20,10
"1a",10,2,"lift",27,3,3,6,80,40,10,10,1,3,80,10
"1a",10,2,"lift",27,3,3,6,80,40,10,10,2,6,40,10
"1a",10,12,"lift",28,2,4,6,30,20,10,10,1,4,30,10
"1a",10,12,"lift",28,2,4,6,30,20,10,10,2,6,20,10
"1a",10,8,"lift",29,6,5,8,80,50,10,10,1,5,80,10
"1a",10,8,"lift",29,6,5,8,80,50,10,10,2,8,50,10
"1a",10,27,"lift",30,4,6,8,40,30,10,10,1,6,40,10
"1a",10,27,"lift",30,4,6,8,40,30,10,10,2,8,30,10
"1a",11,13,"fail",1,5,5,5,20,60,1,2,1,5,20,1
"1a",11,13,"fail",1,5,5,5,20,60,1,2,2,5,60,2
"1a",11,1,"fail",2,7,6,6,30,80,1,4,1,6,30,1
"1a",11,1,"fail",2,7,6,6,30,80,1,4,2,6,80,4
"1a",11,25,"fail",3,5,4,4,30,60,1,2,1,4,30,1
"1a",11,25,"fail",3,5,4,4,30,60,1,2,2,4,60,2
"1a",11,17,"fail",4,6,5,5,20,70,4,6,1,5,20,4
"1a",11,17,"fail",4,6,5,5,20,70,4,6,2,5,70,6
"1a",11,5,"fail",5,8,8,8,20,40,1,2,1,8,20,1
"1a",11,5,"fail",5,8,8,8,20,40,1,2,2,8,40,2
"1a",11,32,"fail",6,6,4,8,40,40,1,0,1,4,40,1
"1a",11,32,"fail",6,6,4,8,40,40,1,0,2,8,40,0
"1a",11,10,"fail",7,7,4,6,60,60,5,5,1,4,60,5
"1a",11,10,"fail",7,7,4,6,60,60,5,5,2,6,60,5
"1a",11,24,"fail",8,6,2,8,50,50,1,2,1,2,50,1
"1a",11,24,"fail",8,6,2,8,50,50,1,2,2,8,50,2
"1a",11,19,"fail",9,9,5,7,70,70,2,2,1,5,70,2
"1a",11,19,"fail",9,9,5,7,70,70,2,2,2,7,70,2
"1a",11,26,"fail",10,8,6,8,30,30,1,0,1,6,30,1
"1a",11,26,"fail",10,8,6,8,30,30,1,0,2,8,30,0
"1a",11,22,"fail",11,3,2,6,60,20,1,0,1,2,60,1
"1a",11,22,"fail",11,3,2,6,60,20,1,0,2,6,20,0
"1a",11,7,"fail",12,5,3,6,80,40,3,1,1,3,80,3
"1a",11,7,"fail",12,5,3,6,80,40,3,1,2,6,40,1
"1a",11,31,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",11,31,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",11,12,"fail",14,9,5,8,80,50,5,3,1,5,80,5
"1a",11,12,"fail",14,9,5,8,80,50,5,3,2,8,50,3
"1a",11,18,"fail",15,8,6,8,40,30,5,2,1,6,40,5
"1a",11,18,"fail",15,8,6,8,40,30,5,2,2,8,30,2
"1a",11,29,"lift",16,4,5,5,20,60,4,4,1,5,20,4
"1a",11,29,"lift",16,4,5,5,20,60,4,4,2,5,60,4
"1a",11,20,"lift",17,5,6,6,30,80,4,6,1,6,30,4
"1a",11,20,"lift",17,5,6,6,30,80,4,6,2,6,80,6
"1a",11,27,"lift",18,3,4,4,30,60,3,4,1,4,30,3
"1a",11,27,"lift",18,3,4,4,30,60,3,4,2,4,60,4
"1a",11,8,"lift",19,4,5,5,20,70,2,5,1,5,20,2
"1a",11,8,"lift",19,4,5,5,20,70,2,5,2,5,70,5
"1a",11,9,"lift",20,4,8,8,20,40,3,4,1,8,20,3
"1a",11,9,"lift",20,4,8,8,20,40,3,4,2,8,40,4
"1a",11,15,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",11,15,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",11,28,"lift",22,5,4,6,60,60,5,5,1,4,60,5
"1a",11,28,"lift",22,5,4,6,60,60,5,5,2,6,60,5
"1a",11,21,"lift",23,5,2,8,50,50,7,3,1,2,50,7
"1a",11,21,"lift",23,5,2,8,50,50,7,3,2,8,50,3
"1a",11,16,"lift",24,6,5,7,70,70,6,4,1,5,70,6
"1a",11,16,"lift",24,6,5,7,70,70,6,4,2,7,70,4
"1a",11,3,"lift",25,3,6,8,30,30,5,5,1,6,30,5
"1a",11,3,"lift",25,3,6,8,30,30,5,5,2,8,30,5
"1a",11,14,"lift",26,2,2,6,60,20,2,3,1,2,60,2
"1a",11,14,"lift",26,2,2,6,60,20,2,3,2,6,20,3
"1a",11,6,"lift",27,3,3,6,80,40,6,3,1,3,80,6
"1a",11,6,"lift",27,3,3,6,80,40,6,3,2,6,40,3
"1a",11,2,"lift",28,2,4,6,30,20,6,4,1,4,30,6
"1a",11,2,"lift",28,2,4,6,30,20,6,4,2,6,20,4
"1a",11,4,"lift",29,6,5,8,80,50,6,4,1,5,80,6
"1a",11,4,"lift",29,6,5,8,80,50,6,4,2,8,50,4
"1a",11,30,"lift",30,4,6,8,40,30,3,2,1,6,40,3
"1a",11,30,"lift",30,4,6,8,40,30,3,2,2,8,30,2
"1a",12,19,"fail",1,5,5,5,20,60,0,0,1,5,20,0
"1a",12,19,"fail",1,5,5,5,20,60,0,0,2,5,60,0
"1a",12,10,"fail",2,7,6,6,30,80,0,0,1,6,30,0
"1a",12,10,"fail",2,7,6,6,30,80,0,0,2,6,80,0
"1a",12,9,"fail",3,5,4,4,30,60,0,0,1,4,30,0
"1a",12,9,"fail",3,5,4,4,30,60,0,0,2,4,60,0
"1a",12,12,"fail",4,6,5,5,20,70,0,0,1,5,20,0
"1a",12,12,"fail",4,6,5,5,20,70,0,0,2,5,70,0
"1a",12,27,"fail",5,8,8,8,20,40,0,0,1,8,20,0
"1a",12,27,"fail",5,8,8,8,20,40,0,0,2,8,40,0
"1a",12,32,"fail",6,6,4,8,40,40,0,0,1,4,40,0
"1a",12,32,"fail",6,6,4,8,40,40,0,0,2,8,40,0
"1a",12,26,"fail",7,7,4,6,60,60,0,0,1,4,60,0
"1a",12,26,"fail",7,7,4,6,60,60,0,0,2,6,60,0
"1a",12,4,"fail",8,6,2,8,50,50,0,0,1,2,50,0
"1a",12,4,"fail",8,6,2,8,50,50,0,0,2,8,50,0
"1a",12,15,"fail",9,9,5,7,70,70,0,0,1,5,70,0
"1a",12,15,"fail",9,9,5,7,70,70,0,0,2,7,70,0
"1a",12,17,"fail",10,8,6,8,30,30,0,0,1,6,30,0
"1a",12,17,"fail",10,8,6,8,30,30,0,0,2,8,30,0
"1a",12,5,"fail",11,3,2,6,60,20,0,0,1,2,60,0
"1a",12,5,"fail",11,3,2,6,60,20,0,0,2,6,20,0
"1a",12,14,"fail",12,5,3,6,80,40,0,0,1,3,80,0
"1a",12,14,"fail",12,5,3,6,80,40,0,0,2,6,40,0
"1a",12,2,"fail",13,5,4,6,30,20,0,0,1,4,30,0
"1a",12,2,"fail",13,5,4,6,30,20,0,0,2,6,20,0
"1a",12,29,"fail",14,9,5,8,80,50,0,0,1,5,80,0
"1a",12,29,"fail",14,9,5,8,80,50,0,0,2,8,50,0
"1a",12,6,"fail",15,8,6,8,40,30,0,0,1,6,40,0
"1a",12,6,"fail",15,8,6,8,40,30,0,0,2,8,30,0
"1a",12,21,"lift",16,4,5,5,20,60,2,7,1,5,20,2
"1a",12,21,"lift",16,4,5,5,20,60,2,7,2,5,60,7
"1a",12,3,"lift",17,5,6,6,30,80,2,8,1,6,30,2
"1a",12,3,"lift",17,5,6,6,30,80,2,8,2,6,80,8
"1a",12,16,"lift",18,3,4,4,30,60,3,7,1,4,30,3
"1a",12,16,"lift",18,3,4,4,30,60,3,7,2,4,60,7
"1a",12,22,"lift",19,4,5,5,20,70,2,8,1,5,20,2
"1a",12,22,"lift",19,4,5,5,20,70,2,8,2,5,70,8
"1a",12,13,"lift",20,4,8,8,20,40,2,6,1,8,20,2
"1a",12,13,"lift",20,4,8,8,20,40,2,6,2,8,40,6
"1a",12,25,"lift",21,4,4,8,40,40,5,5,1,4,40,5
"1a",12,25,"lift",21,4,4,8,40,40,5,5,2,8,40,5
"1a",12,30,"lift",22,5,4,6,60,60,5,5,1,4,60,5
"1a",12,30,"lift",22,5,4,6,60,60,5,5,2,6,60,5
"1a",12,7,"lift",23,5,2,8,50,50,5,5,1,2,50,5
"1a",12,7,"lift",23,5,2,8,50,50,5,5,2,8,50,5
"1a",12,20,"lift",24,6,5,7,70,70,5,5,1,5,70,5
"1a",12,20,"lift",24,6,5,7,70,70,5,5,2,7,70,5
"1a",12,1,"lift",25,3,6,8,30,30,5,5,1,6,30,5
"1a",12,1,"lift",25,3,6,8,30,30,5,5,2,8,30,5
"1a",12,28,"lift",26,2,2,6,60,20,8,2,1,2,60,8
"1a",12,28,"lift",26,2,2,6,60,20,8,2,2,6,20,2
"1a",12,31,"lift",27,3,3,6,80,40,8,2,1,3,80,8
"1a",12,31,"lift",27,3,3,6,80,40,8,2,2,6,40,2
"1a",12,18,"lift",28,2,4,6,30,20,3,3,1,4,30,3
"1a",12,18,"lift",28,2,4,6,30,20,3,3,2,6,20,3
"1a",12,24,"lift",29,6,5,8,80,50,9,1,1,5,80,9
"1a",12,24,"lift",29,6,5,8,80,50,9,1,2,8,50,1
"1a",12,8,"lift",30,4,6,8,40,30,5,5,1,6,40,5
"1a",12,8,"lift",30,4,6,8,40,30,5,5,2,8,30,5
"1a",13,12,"fail",1,5,5,5,20,60,2,6,1,5,20,2
"1a",13,12,"fail",1,5,5,5,20,60,2,6,2,5,60,6
"1a",13,25,"fail",2,7,6,6,30,80,3,8,1,6,30,3
"1a",13,25,"fail",2,7,6,6,30,80,3,8,2,6,80,8
"1a",13,4,"fail",3,5,4,4,30,60,4,6,1,4,30,4
"1a",13,4,"fail",3,5,4,4,30,60,4,6,2,4,60,6
"1a",13,9,"fail",4,6,5,5,20,70,2,7,1,5,20,2
"1a",13,9,"fail",4,6,5,5,20,70,2,7,2,5,70,7
"1a",13,30,"fail",5,8,8,8,20,40,2,4,1,8,20,2
"1a",13,30,"fail",5,8,8,8,20,40,2,4,2,8,40,4
"1a",13,26,"fail",6,6,4,8,40,40,4,4,1,4,40,4
"1a",13,26,"fail",6,6,4,8,40,40,4,4,2,8,40,4
"1a",13,15,"fail",7,7,4,6,60,60,6,6,1,4,60,6
"1a",13,15,"fail",7,7,4,6,60,60,6,6,2,6,60,6
"1a",13,21,"fail",8,6,2,8,50,50,5,5,1,2,50,5
"1a",13,21,"fail",8,6,2,8,50,50,5,5,2,8,50,5
"1a",13,6,"fail",9,9,5,7,70,70,7,7,1,5,70,7
"1a",13,6,"fail",9,9,5,7,70,70,7,7,2,7,70,7
"1a",13,10,"fail",10,8,6,8,30,30,3,3,1,6,30,3
"1a",13,10,"fail",10,8,6,8,30,30,3,3,2,8,30,3
"1a",13,19,"fail",11,3,2,6,60,20,6,2,1,2,60,6
"1a",13,19,"fail",11,3,2,6,60,20,6,2,2,6,20,2
"1a",13,32,"fail",12,5,3,6,80,40,8,4,1,3,80,8
"1a",13,32,"fail",12,5,3,6,80,40,8,4,2,6,40,4
"1a",13,5,"fail",13,5,4,6,30,20,3,2,1,4,30,3
"1a",13,5,"fail",13,5,4,6,30,20,3,2,2,6,20,2
"1a",13,1,"fail",14,9,5,8,80,50,1,0,1,5,80,1
"1a",13,1,"fail",14,9,5,8,80,50,1,0,2,8,50,0
"1a",13,8,"fail",15,8,6,8,40,30,4,3,1,6,40,4
"1a",13,8,"fail",15,8,6,8,40,30,4,3,2,8,30,3
"1a",13,31,"lift",16,4,5,5,20,60,2,6,1,5,20,2
"1a",13,31,"lift",16,4,5,5,20,60,2,6,2,5,60,6
"1a",13,22,"lift",17,5,6,6,30,80,3,8,1,6,30,3
"1a",13,22,"lift",17,5,6,6,30,80,3,8,2,6,80,8
"1a",13,16,"lift",18,3,4,4,30,60,3,6,1,4,30,3
"1a",13,16,"lift",18,3,4,4,30,60,3,6,2,4,60,6
"1a",13,18,"lift",19,4,5,5,20,70,2,7,1,5,20,2
"1a",13,18,"lift",19,4,5,5,20,70,2,7,2,5,70,7
"1a",13,24,"lift",20,4,8,8,20,40,2,4,1,8,20,2
"1a",13,24,"lift",20,4,8,8,20,40,2,4,2,8,40,4
"1a",13,14,"lift",21,4,4,8,40,40,4,4,1,4,40,4
"1a",13,14,"lift",21,4,4,8,40,40,4,4,2,8,40,4
"1a",13,7,"lift",22,5,4,6,60,60,6,6,1,4,60,6
"1a",13,7,"lift",22,5,4,6,60,60,6,6,2,6,60,6
"1a",13,3,"lift",23,5,2,8,50,50,5,5,1,2,50,5
"1a",13,3,"lift",23,5,2,8,50,50,5,5,2,8,50,5
"1a",13,28,"lift",24,6,5,7,70,70,7,7,1,5,70,7
"1a",13,28,"lift",24,6,5,7,70,70,7,7,2,7,70,7
"1a",13,2,"lift",25,3,6,8,30,30,3,3,1,6,30,3
"1a",13,2,"lift",25,3,6,8,30,30,3,3,2,8,30,3
"1a",13,13,"lift",26,2,2,6,60,20,6,2,1,2,60,6
"1a",13,13,"lift",26,2,2,6,60,20,6,2,2,6,20,2
"1a",13,17,"lift",27,3,3,6,80,40,8,4,1,3,80,8
"1a",13,17,"lift",27,3,3,6,80,40,8,4,2,6,40,4
